Ancestry,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
United Kingdom,-12.1447814114833,3.71825662512956,-1.48454028115457,0.82300587568063,-1.59652146956175,-0.330166136551056,0.252165102671966,-0.435615688396078,0.236805423327204,0.0571778843012462,-0.253000678681327,0.214821142784121,0.0256027896449981,-0.0149640771585341,-0.00208348081820529,-0.103855345708422
Poland,-8.1382180873617,-2.33310251939546,1.20760528061894,-4.10944593831603,-7.79126125876678,20.3895777333296,-29.2079386356766,34.3771193284063,-4.63812266268429,-7.37852099532428,7.05805316620528,-2.21792357043036,0.448897623645469,0.699325976198609,0.469060991788741,0.176868857239397
Iran,37.296814149167,-40.4355587353858,49.4016025110955,-44.4461948646319,7.69597496071479,8.32091161649414,24.9587674183041,21.1592217146768,4.9072123764935,27.2796825792185,-3.2573719157977,0.00749337991831264,0.585448884235413,0.773641674824699,-1.63241038729965,0.545210647022322
Italy,5.11328972163424,-2.67158485968289,16.7859516210804,-42.1494091877405,2.23647526716426,2.87221501235255,18.4418713500232,11.1230742423286,-1.44477353571884,-6.80226246689058,-4.53159895893741,-13.3421365786713,-3.24828845525601,1.25370406084553,-4.97260823759621,1.94051204102127
India,66.2081426793358,-100.05770223538,70.3021560893176,14.3216564327601,-0.505678829966269,2.22031722045259,0.0529133607395321,2.44889453668556,0.912201760291922,9.3831697243798,-1.175393997272,3.05105941466847,0.969210054850766,-0.93376474414123,0.700870474086341,-0.468134948978138
China,155.667533989958,-269.844018523861,-131.257490285121,-15.0760120592545,1.92955642271967,-3.6828920767768,1.18469602620393,4.45818907281159,1.03881105584481,7.02734064305002,-0.216823885546373,5.98504614057563,-20.9693440125914,-0.0388264514165494,-0.19796991380283,-0.128653761872575
Caribbean,359.89230355031,67.2402218003771,-5.13341930122659,5.32781968627614,-0.496806074928722,-0.2938959338049,-2.35031186249351,-0.457992568969203,-0.15221782882507,2.18610330702177,-2.62412577564072,-3.20128627344926,-0.891615343009442,0.748940624666181,2.008254196106,-0.843275235107397
Nigeria,405.694739352361,78.2392797265643,-6.11408890245371,6.39827334930022,-0.738922443654081,-1.0908948893976,-3.44836098809424,-0.199273839449189,-0.168810131850021,3.83506959298539,-4.13736451466673,-6.04279475003757,-1.48849450647181,1.68928476446294,4.00650025503293,-1.47174897360563
Ashkenazi,20.9739546693973,-11.4341656011295,28.1040767857325,-85.6976204805128,16.3211859722377,-8.62497185585874,-28.3339726063373,-18.400229766216,0.127012311278296,3.00741482315339,0.384465030376849,3.03032525906422,0.654442583800136,-0.225132565608239,0.0971148832455303,-0.061088005330329
